ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (September 2020)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,06,3,3,2,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3
,07,3,3,2,3,3,3,3,3,2,3*,3,3,3,3,3,3,3,3
,08,3,3,3,3,3,3,3,3,2,3*,3,3,3,3,3,3,3,3
,09,3,3,3,3,3,3,3,4,2,3*,3,3,3,3,4,4,4,4
,10,4,4,3,4,4,3,3,4,3,3*,3,4,3,3,4,4,4,4
,11,4,4,4*,4,4,4,3,4,3,4*,4,4,3,4,4,4,5,4
,12,4,4,4*,4,4,4,3,4,3,4*,4,4,4,4*,4,4,5,4
,13,4,4,4*,4,4,4,4,5,4,4*,4,4*,4,3*,4,5,5,5
,14,4,5,4,5,4,4,4,5,4,4*,4,4*,4,3*,4,5,5,5
,15,4,5,4,5,5,4,4,5,3,4*,4*,5,4,3*,5,5,5,5
,16,4,5,5*,5,5,4,4,5,3,4,4*,4,4,3*,5,5,5,5
,17,4,4,5*,5,5,4,4,5,3,4,4,4,5,4*,5,5,5,5
,18,4,4,4,4,4,4,4,4,3,4,4,5,5,4*,5,5,5,5
,19,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4
,20,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4
,21,2,2,3,2,3,3,3,2,3,3,3,3,3,4,2,3,3,3
,22,2,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,3,3
,23,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3
,24,3,4,4,3,3,3,2,4,2,2,2,3,3,2,3,4,4,3
,Daily Max,4,5,5,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5
2020-09-15,01,4,4,4,4,4,3,3,4,3,3,3,3,4,3,4,4,4,4
,02,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4
,03,3,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4
,04,3,3,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3
,05,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
,06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,07,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
,08,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3
,09,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3
,10,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,11,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,12,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,4*,3,3
,13,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,4*,3,4
,14,2,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3*,3,3
,15,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3*,3,3
,16,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,3,3*,2,3
,17,2,2,2,2,2,2,2,2,2*,2,1,2,2,2,3,2,2,2
,18,2,2,2,2,2,2,2,2,2*,2,1,2,2,2,2,2,2,2
,19,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2*,2,2,2
,20,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2*,2,2,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3*,2,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3*,2,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
,Daily Max,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4
2020-09-16,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,1,2,2,2,2,2,1,2,1,2,1*,2,2,2,2,2,2,2
,03,1,2,2,2,2,1,1,2,1,2,1*,2,2,2,2,2,2*,2
,04,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2
,05,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1
,06,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1
,07,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1
,08,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
,09,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2*,2,2,2
,10,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2*,2,2,2
,11,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2*,2,2,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,2,2,2
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2*,2,2,3*
,14,2,2,2,2,2,2,2,3,2,2,2,2,2,2*,2*,2,2,3*
,15,2,2,2,2,2,2,2,3*,2,2,2,2,2,2*,2*,3,2,3*
,16,2*,2,2,2,2,2,2,3*,2,2,2,2,2,2*,3*,3,2,3
,17,2*,2,2,3,3,2,2,3*,2,2,2,2,2,2*,3*,3,3,3
,18,2*,2,3,3,3,2,2,3*,2,2,2,2,2,2,2*,3,3,3
,19,2*,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,23,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3
,24,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3
,Daily Max,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3
2020-09-17,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
,06,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2
,07,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2
,08,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
,09,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2
,12,2,2,2,2,2,2,2,2*,1,2,2,2,2,2,2,3,2,2
,13,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,2,2
,14,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,2
,15,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,2,2
,16,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2
,17,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,2,2
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,21,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,22,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,23,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,Daily Max,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
2020-09-18,01,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2
,02,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2
,03,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1
,04,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2
,05,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2
,06,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
,07,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,08,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,12,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,13,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,14,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,15,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,16,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,17,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,3,3,3
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2
,Daily Max,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2020-09-19,01,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,20,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3
,21,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3
,22,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
,23,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,Daily Max,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
2020-09-20,01,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
,03,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
,04,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2
,05,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2
,06,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2
,07,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2
,08,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2
,09,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2
,10,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3
,14,2,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,3
,15,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,16,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,17,3,3,3,3,3,3,2,3,2,3*,2,3,3,3,3,4,3,4
,18,3,4,3,3,3,3,3,3,2,3*,3,3,3,3,3,4,3,4
,19,3,3,3,3,3,3,2,3,2,3*,3,3,3,3,3,4,3,4
,20,2,3,3,3,3,3,2,3,2,3*,3,3,3,3,3,4,3,4
,21,2,3,3,3,3,3,2,3,2,3*,3,3,3,3,3,3,3,3
,22,2,2,3,3,3,3,2,3,2,3*,3,3,3,3,3,3,3,3
,23,2,2,2,2,3,3,2,2,2,3*,2,3,2,3,2,3,3,3
,24,2,2,2,2,2,2,2,2,2,2*,2,2,2,3,2,3,2,2
,Daily Max,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4
2020-09-21,01,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,1,2,2,2*,2,2,2,2,2,2,2,2
,04,1,2,2,2,2,2,1,2,1,2*,2,2,1,2,2,2,2,2
,05,1,2,2,2,2,2,1,2,1,2*,2,2,2,2,2,2,2,2
,06,1,2,2,2,2,1,1,2,1,2*,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,1,2,1,2*,1,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,3,2,2*,2,2,2,2,2,3,3,2
,10,2,2,2,3,3,2,2,3,2,2*,2,3,2,2,3,3,3,3
,11,2,3,3,3,3,3,2,3,2,2*,2,3,3,3,3,3,3,3
,12,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,13,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3,4,4,4
,14,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,4,4,4,4
,15,3,3,3,3,3,3,3,3,3,3,3*,4,3,4,4,4,4,4
,16,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
,17,3,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4
,18,3,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4
,19,3,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4
,20,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4
,21,3,3,3,3,3,3,3,3,2,3,3,4,3,4,4,4,4,4
,22,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3
,23,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3
,24,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3
,Daily Max,3,3,4,4,3,3,3,4,3,3,3,4,3,4,4,4,4,4
2020-09-22,01,3,4,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4
,02,3,4,3,3,4,3,3,3,2,3,3,3,3,3,4,4,3,4
,03,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4
,04,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3
,05,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3
,06,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3
,07,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,3
,08,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,4,4,4
,09,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4
,10,3,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4
,11,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,12,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,14,4,4,4,4,4,4,4,4,3,4,4*,4,4,4,4,4,4,4
,15,4,4,4,4,4,4,4,4,3,4,4*,4,4,4,5,5,4,5
,16,4,4,4,4,4,4,4,4,3,5,4,5,4,4,5,5,4,5
,17,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,5,4,5
,18,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,5
,19,4,4,4,4,4,4,4,4,3,4,4,4,4,4,*,5,4,5
,20,3,4,4,4,4,4,4,4,3,4,4,4,4,4,*,4,4,5
,21,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,5
,22,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4
,23,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
,24,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4
,Daily Max,4,4,4,4,4,4,4,4,3,5,4,5,4,4,5,5,4,5
2020-09-23,01,3,3,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4
,02,3,3,3,3,4,3,3,4,3,4,3,4,3,4,*,4,3,4
,03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,*,3,3,3
,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
,05,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3
,06,3,3,3,3,3,3,3,3,2,3,3,3,2,3,4,3,3,3
,07,3,3,3,3,3,3,2,3,2,3,3,3,2,3,4,3,3,3
,08,3,3,3,3,3,3,2,3,2,3,3,3,2,3,4,4,3,3
,09,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4
,10,3,3,3,3,4,3,3,4,3,3,3,4,3,4,4,4,4,4
,11,3,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4
,12,4,4*,4,4,4,4,3,4,3,4,3,4,4,4,5,4,4,4
,13,4*,4*,4,4,4,4,3,4,3,4,4,4,4,4,5,4,5,5
,14,4*,4,4,4,4,4,4,5,4,4,4,5,4,4,5,5,5,5
,15,4*,4,4,4,5,4,4,5,4,5,4,5,4,4,5,5,5,5
,16,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,4,5
,17,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5
,18,3,4*,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
,19,3,4*,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,20,3,3*,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4
,21,3,3*,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4
,22,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4
,23,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4
,24,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4
,Daily Max,4,4,4,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5
2020-09-24,01,3,2,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3
,02,3,2,3,3,3,3,3*,3,2,3,2,3,2,3,2,3,3,3
,03,2,2,3,3,3,3,3*,3,2,3,2,3,2,3,3,3,3,3
,04,2*,2,3,3,3,3,2,3,2,3,2,3,2,3,3,3*,3,3
,05,2,2,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,06,2,2,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,07,2,2,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3
,08,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3
,09,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3
,10,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,4,3
,11,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,4,3
,12,3,3*,3,3,3,3,2,3,2,3,3,3,3,3,2,4,4,3
,13,3,3*,3,3,3,3,3,3,3,3,3,3*,3,3,3,4,4,4
,14,3,3*,3,3,4,4,3,3,3,4,4,4*,3,4,4,4,4,4
,15,4,4*,3,4,4,4,4,4,4,5,5,5*,4,5,4,5,5,5
,16,4,4*,3,4,5,5,5,4,5,6,7,6*,5,6,5,5,5,5
,17,4,4*,3,4,5,6,6,4,5,7,8,7,5,7,5,5,5,5
,18,5,5,4,4,5,6,7,4,5,7,9,7,6,7,5,5,5,5
,19,5,5,4,4,5,6,6,4,5,6,9,6,6,6,5,5,5,5
,20,4,4,4,4,5,6,5,4,5,6,8,6,5,5,4,5,5,5
,21,4,4,4,4,5,5,4,4,4,5,6,5,4,5,4,5,5,5
,22,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4
,23,3,3,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4
,24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
,Daily Max,5,5,4,4,5,6,7,4,5,7,9,7,6,7,5,5,5,5
2020-09-25,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,02,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
,03,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3
,04,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3
,05,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,3,3
,06,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,3,3
,07,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3
,08,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3
,09,3,2,2,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3
,10,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3
,11,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3
,12,3,3*,3,3,3,3,3,3,3,4,4,3,3,4,3,4,4,4
,13,4,4*,4,4,4,3,3,4,4,4,5,4,3,4,4,5,5,4
,14,4,5*,4,4,4,4*,4,4,4,6,6,4,4,4*,5,5,5,5
,15,4,5*,4,4,5,4*,4,5,5,7,7,5,4,5*,5,5,5,5
,16,4,5*,4,4,5,5*,4,5,5,8,8,5,5,5,5,5,5,5
,17,4,4*,4,4,5,4,4,4,5,8,6,5,4,5,5,5,5,5
,18,4,4,4,4,4,4,4,4,4,6,5,5,4,5,4,5,5,5
,19,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4
,20,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,21,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,22,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4
,23,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,24,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,Daily Max,4,5,4,4,5,5,4,5,5,8,8,5,5,5,5,5,5,5
2020-09-26,01,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4
,02,3,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4
,03,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4
,04,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4
,05,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4
,06,4,4,4,5,5,4,4,5,4,4,4,5,4,4,5,4,4,4
,07,4,4,4,5,4,4,4,5,3,4,4,5,4,4,5,4,4,4
,08,4,4,4,5,4,4,4,5,3,4,4,5,4,4,5,5,4,4
,09,4,5,4,5,4,4,4,5,3,4,4,5,4,4,5,5,5,5
,10,4,5,4,5,5,5,4,5,4,4,4,5,5,4,5,5,5,5
,11,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5
,12,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5
,13,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,6
,14,5,6,6,6,6,5,5,6,4,6,5,6,5,5,6,6,6,6
,15,5,6,6,6,6,5,5,6,4,6,5,6,6,6,6,6,6,6
,16,5,6,6,6,6,5,5,6,4,6,5,6,5,6,6,6,6,6
,17,5,6,5,5,6,5,5,6,4,5,5,6,5,5,6,6,6,6
,18,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6
,19,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,6
,20,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5
,21,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5
,22,4,5,4,5,5,4,4,5,3,4,4,5,4,5,5,5,5,5
,23,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4
,24,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,Daily Max,5,6,6,6,6,5,5,6,4,6,5,6,6,6,6,6,6,6
2020-09-27,01,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,02,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4
,03,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4
,04,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4
,05,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4
,06,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,07,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,08,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,09,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,10,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,11,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4
,12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,16,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,17,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,18,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
,19,3,4,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4
,20,3,4,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4
,21,3,4,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4
,22,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4
